uniprot	rxnName	Kcat	ECC	rxnID	delta_V	delta_Ea	option
prot_P15019	Transaldolase (No1)	35.6	0.00384644168038219	TAL1No1	3.84643783370776e-09	9.99998999939489e-07	1
prot_P15019	Transaldolase (reversible) (No1)	35.6	0.00384644168038219	TAL1_REVNo1	3.84643783370776e-09	9.99998999939489e-07	1
prot_Q00055	glycerol-3-phosphate dehydrogenase (NAD) (No1)	113	0.00342955985914004	DARNo1	3.42955642854251e-09	9.99998999697432e-07	1
prot_P38113	alcohol dehydrogenase, (acetaldehyde to ethanol) (reversible) (No1)	895.393023813873	0.00313891647314171	ADH1_REVNo1	3.13891333393768e-09	9.99998999908389e-07	1
prot_P38113	alcohol dehydrogenase, (acetaldehyde to ethanol) (No1)	282.99911138279	0.0031389164731276	ADH1No1	3.13891333393768e-09	9.99998999912884e-07	1
prot_P04807	hexokinase (D-glucose:ATP) (No4)	126.7	0.00202046069366833	HXKNo4	2.02045867266662e-09	9.99998999732229e-07	1
prot_P41277	glycerol-3-phosphatase (No2)	11.16	0.00171618266661746	GPPNo2	1.71618094989547e-09	9.99998999685744e-07	1
prot_P40106	glycerol-3-phosphatase (No1)	11.16	0.00171478071915273	GPPNo1	1.71477900383313e-09	9.99998999685744e-07	1
prot_P46969	ribulose 5-phosphate 3-epimerase (No1)	113.5	0.00130470808514989	RPENo1	1.30470678026375e-09	9.99998999863523e-07	1
prot_P46969	ribulose 5-phosphate 3-epimerase (reversible) (No1)	113.5	0.00130470808514989	RPE_REVNo1	1.30470678026375e-09	9.99998999863523e-07	1
prot_Q12055	adenylate kinase (No1)	49.9996000032	0.00128203689876181	ADK1_1No1	1.28203561645681e-09	9.99998999790881e-07	1
prot_Q12055	adenylate kinase (reversible) (No1)	391.50098345047	0.00128203689859599	ADK1_1_REVNo1	1.28203561645681e-09	9.99998999920227e-07	1
prot_P40047	acetaldehyde dehydrogenase (No3)	45.2997028339494	0.00122321637512957	ALD2No3	1.22321515183993e-09	9.99998999940109e-07	1
prot_P30952	malate synthase (No2)	19.2	8.50352671643167e-05	MLS1No2	8.5035182111455e-11	9.99998999793092e-07	1
prot_P28240	Isocitrate lyase (No1)	13.2	8.50352671528525e-05	ICL1No1	8.5035182111455e-11	9.99998999927909e-07	1
prot_P53315	6-phosphogluconolactonase (No1)	10	5.66877567754571e-05	PGLNo1	5.66877000845584e-11	9.99998999944575e-07	1
prot_P17709	hexokinase (D-glucose:ATP) (No2)	274	5.26361949284475e-05	HXKNo2	5.2636142287595e-11	9.99998999911514e-07	1
prot_P52489	Pyruvate kinase (No2)	232	4.40538067001801e-05	CDCNo2	4.40537626365382e-11	9.99998999776747e-07	1
prot_P47052	Succinate dehydrogenase (No1)	167.004014776515	4.36410233382051e-05	SDHNo1	4.36409796891452e-11	9.99998999815848e-07	1
prot_Q01574	acetyl-CoA synthetase (No1)	62.4	4.29534721641548e-05	ACSNo1	4.29534292098227e-11	9.9999899997998e-07	1
prot_P40215	NADH dehydrogenase, cytosolic/mitochondrial (No2)	500	4.13247623123065e-05	NDE2No2	4.13247209774541e-11	9.99998999755834e-07	1
prot_P26263	Pyruvate decarboxylase (No1)	62	1.92138494950153e-05	PDCNo1	1.92138302758594e-11	9.99998999723821e-07	1
prot_P53319	phosphogluconate dehydrogenase (No1)	36.4	8.77551526214481e-06	GNDNo1	8.77550648528082e-12	9.99998999846307e-07	1
prot_P00360	glyceraldehyde-3-phosphate dehydrogenase (No2)	24.7	2.38353176734686e-06	GLDNo2	2.38352938330146e-12	9.99998999784507e-07	1
prot_P00360	glyceraldehyde-3-phosphate dehydrogenase (reversible) (No2)	24.7	2.38353176734686e-06	GLD_REVNo2	2.38352938330146e-12	9.99998999784507e-07	1
prot_P0CX10	Enolase (No5)	230.005612136936	2.22719836021155e-06	ENONo5	2.22719613237603e-12	9.99998999713918e-07	1
prot_P0CX11	Enolase (No1)	230.005612136936	2.22719836021155e-06	ENONo1	2.22719613237603e-12	9.99998999713918e-07	1
prot_P0CX10	Enolase (reversible) (No5)	34.0702036989339	2.22719836006224e-06	ENO_REVNo5	2.22719613237603e-12	9.99998999780957e-07	1
prot_P0CX11	Enolase (reversible) (No1)	34.0702036989339	2.22719836006224e-06	ENO_REVNo1	2.22719613237603e-12	9.99998999780957e-07	1
prot_P43635	citrate synthase (No2)	141.3	1.59902230524917e-06	CITNo2	1.59902070593021e-12	9.99998999814479e-07	1
prot_P32327	pyruvate carboxylase (No1)	60	1.25824705990034e-06	PYCNo1	1.25824580138771e-12	9.9999899978893e-07	1
prot_P09624	pyruvate dehydrogenase (No1)	41.65	-0.363830253111622	PDHNo1	-1.57912374672152e-15	4.34027608538933e-15	1
