enzyme	enzNames	genes	subSystems	usage	usage_regulated	usage_ratio
P12709	PGI1	YBR196C	Glycolysis // Glycolysis	1.6e-05	0.001304	81.4999999949688
P14540	FBA1	YKL060C	Glycolysis // Glycolysis	0.000245	0.001535	6.26530612242749
P15019	TAL1	YLR354C	pentose phosphate // pentose phosphate	2.6e-05	0.001289	49.5769230750547
P16387	PDA1	YER178W	Other	0.000292	0.000256	0.876712328767545
P16451	PDX1	YGR193C	Other	2.1e-05	1.8e-05	0.85714285714966
P16467	PDC5	YLR134W	Anaerobic excretion	0	2e-05	20000000001
P16861	PFK1	YGR240C	Glycolysis	0	0	1
P16862	PFK2	YMR205C	Glycolysis // Glycolysis	5.9e-05	6.1e-05	1.03389830508417
P17505	MDH1	YKL085W	TCA // TCA	3.9e-05	4.1e-05	1.05128205128074
P17709	GLK1	YCL040W	Glycolysis	0	4e-06	4000000001
P19414	ACO1	YLR304C	TCA // TCA	0.000124	0.001375	11.088709677338
P19516	COX11	YPL132W	Oxidative Phosphorylation	0	0.000327	327000000001
P20967	KGD1	YIL125W	TCA	0.000822	0.000874	1.06326034063253
P21306	ATP15	YPL271W	Oxidative Phosphorylation	7.3e-05	7.7e-05	1.05479452054719
P21801	SDH2	YLL041C	TCA // TCA	2.8e-05	3e-05	1.07142857142602
P21826	DAL7	YIR031C	Anaplerotic reactions 	0	0	1
P21954	IDP1	YDL066W	TCA // TCA	0.00035	0.000372	1.06285714285696
P22289	QCR9	YGR183C	Oxidative Phosphorylation	0.000103	0.000107	1.03883495145593
P23254	TKL1	YPR074C	pentose phosphate // pentose phosphate // pentose phosphate // pentose phosphate	4.5e-05	0.001289	28.6444444438301
P26263	PDC6	YGR087C	Anaerobic excretion	0	2e-05	20000000001
P28240	ICL1	YER065C	Anaplerotic reactions 	1.9e-05	1.9e-05	1
P30902	ATP7	YKL016C	Oxidative Phosphorylation	0.000216	0.000227	1.05092592592569
P30952	MLS1	YNL117W	Anaplerotic reactions 	1.3e-05	1.3e-05	1
P32327	PYC2	YBR218C	TCA	0	0	1
P32340	NDI1	YML120C	Oxidative Phosphorylation	0.00015	0.000156	1.03999999999973
P32473	PDB1	YBR221C	Other	0.000253	0.000222	0.877470355731709
P32799	COX13	YGL191W	Oxidative Phosphorylation	6.5e-05	6.6e-05	1.01538461538438
P33315	TKL2	YBR117C	pentose phosphate // pentose phosphate // pentose phosphate // pentose phosphate	0	0	1
P33401	PGM1	YKL127W	Galactose metabolism // Galactose metabolism	0	0	1
P33421	SDH3	YKL141W	TCA // TCA	2e-05	2.2e-05	1.099999999995
P37012	PGM2	YMR105C	Galactose metabolism // Galactose metabolism	0	0	1
P37298	SDH4	YDR178W	TCA // TCA	1.9e-05	2e-05	1.0526315789446
P37299	QCR10	YHR001W-A	Oxidative Phosphorylation	0.000118	0.000123	1.04237288135557
P38077	ATP3	YBR039W	Oxidative Phosphorylation	0.000374	0.000393	1.0508021390373
P38113	ADH5	YBR145W	Anaerobic excretion // Anaerobic excretion	0	0	1
P38720	GND1	YHR183W	pentose phosphate	0.000111	9.8e-05	0.882882882883938
P38824	COX23	YHR116W	Oxidative Phosphorylation	0	0.000166	166000000001
P38858	SOL3	YHR163W	pentose phosphate	0.000212	0.000189	0.891509433962776
P40047	ALD5	YER073W	Phenylalanine, tyrosine, and tryptophan biosynthesis (aromatic amino acids)	0	2.3e-05	23000000001
P40106	GPP2	YER062C	Anaerobic excretion	0	0	1
P40215	NDE1	YMR145C	Oxidative Phosphorylation	0	0	1
P41277	GPP1	YIL053W	Anaerobic excretion	0	6e-06	6000000001
P41911	GPD2	YOL059W	Anaerobic excretion	0	0	1
P42222	ERR3	YMR323W	Glycolysis // Glycolysis	8.3e-05	0.001294	15.5903614456073
P43635	CIT3	YPR001W	TCA	0	0	1
P46367	ALD4	YOR374W	Phenylalanine, tyrosine, and tryptophan biosynthesis (aromatic amino acids)	0	0	1
P46969	RPE1	YJL121C	pentose phosphate // pentose phosphate	1e-05	9e-06	0.90000000001
P47052	YJL045W	YJL045W	TCA	0	0	1
P47081	COX16	YJL003W	Oxidative Phosphorylation	0	0.000135	135000000001
P47771	ALD2	YMR170C	Phenylalanine, tyrosine, and tryptophan biosynthesis (aromatic amino acids)	0	0	1
P52489	PYK2	YOR347C	Glycolysis	0	0	1
P52910	ACS2	YLR153C	Other	1.7e-05	7.1e-05	4.17647058804844
P53239	COX18	YGR062C	Oxidative Phosphorylation	0	0.000342	342000000001
P53312	LSC2	YGR244C	TCA	4.7e-05	5e-05	1.06382978723268
P53315	SOL4	YGR248W	pentose phosphate	0	1.2e-05	12000000001
P53319	GND2	YGR256W	pentose phosphate	0	6e-06	6000000001
P53598	LSC1	YOR142W	TCA	3.5e-05	3.7e-05	1.05714285714122
P54115	ALD6	YPL061W	Anaerobic excretion	3.4e-05	5.5e-05	1.61764705880536
P61829	OLI1	Q0130	Oxidative Phosphorylation	8.5e-05	8.9e-05	1.04705882352886
P81449	TIM11	YDR322C-A	Oxidative Phosphorylation	0.000118	0.000125	1.0593220338978
P81450	ATP18	YML081C-A	Oxidative Phosphorylation	7.3e-05	7.7e-05	1.05479452054719
P81451	ATP19	YOL077W-A	Oxidative Phosphorylation	8.2e-05	8.6e-05	1.04878048780428
Q00055	GPD1	YDL022W	Anaerobic excretion	0	1e-06	1000000001
Q00711	SDH1	YKL148C	TCA	6.5e-05	6.9e-05	1.06153846153751
Q01519	COX12	YLR038C	Oxidative Phosphorylation	4.3e-05	4.3e-05	1
Q01574	ACS1	YAL054C	Other	0	0	1
Q04458	HFD1	YMR110C	Phenylalanine, tyrosine, and tryptophan biosynthesis (aromatic amino acids)	0	5.6e-05	56000000001
Q04935	COX20	YDR231C	Oxidative Phosphorylation	0	0.000228	228000000001
Q06204	YLR446W	YLR446W	Glycolysis	0	1.4e-05	14000000001
Q06405	ATP17	YDR377W	Oxidative Phosphorylation	0.000123	0.00013	1.05691056910523
Q07500	NDE2	YDL085W	Oxidative Phosphorylation	0	0	1
Q12055	FAP7	YDL166C	Salvage pathways // Salvage pathways	6e-06	2.7e-05	4.49999999941667
Q12165	ATP16	YDL004W	Oxidative Phosphorylation	0.000185	0.000195	1.05405405405376
Q12189	RKI1	YOR095C	pentose phosphate // pentose phosphate	9.6e-05	0.001311	13.6562499998682
Q12233	ATP20	YPR020W	Oxidative Phosphorylation	0.000141	0.000148	1.04964539007057
Q12349	ATP14	YLR295C	Oxidative Phosphorylation	0.000154	0.000162	1.05194805194771
Q3E731	COX19	YLL018C-A	Oxidative Phosphorylation	0	0.000107	107000000001
