uniprot	rxnName	Kcat	ECC	rxnID	delta_V	delta_Ea	option
prot_P16467	Pyruvate decarboxylase (No3)	62	9.21894132489392e-05	PDCNo3	9.21893210569186e-11	9.99998999971717e-07	1
prot_P28240	Isocitrate lyase (No1)	13.2	8.22680179958826e-05	ICL1No1	8.22679357219338e-11	9.99998999927909e-07	1
prot_P30952	malate synthase (No2)	19.2	8.22666100955656e-05	MLS1No2	8.22665278119339e-11	9.99998999793092e-07	1
prot_P33315	transketolase 1 (No1)	69	7.15380122896431e-05	TKLaNo1	7.15379407436622e-11	9.99998999888611e-07	1
prot_P33315	transketolase 2 (No1)	69	7.15380122896431e-05	TKLbNo1	7.15379407436622e-11	9.99998999888611e-07	1
prot_P33315	transketolase 1 (reversible) (No1)	69	7.15380122896431e-05	TKLa_REVNo1	7.15379407436622e-11	9.99998999888611e-07	1
prot_P33315	transketolase 2 (reversible) (No1)	69	7.15380122896431e-05	TKLb_REVNo1	7.15379407436622e-11	9.99998999888611e-07	1
prot_P17709	hexokinase (D-glucose:ATP) (No2)	274	5.14569718763426e-05	HXKNo2	5.14569204148175e-11	9.99998999911514e-07	1
prot_P52489	Pyruvate kinase (No2)	232	4.30664456291383e-05	CDCNo2	4.3066402553078e-11	9.99998999776747e-07	1
prot_P47052	Succinate dehydrogenase (No1)	167.004014776515	4.26626879225344e-05	SDHNo1	4.26626452519901e-11	9.99998999815848e-07	1
prot_Q01574	acetyl-CoA synthetase (No1)	62.4	4.19911141739836e-05	ACSNo1	4.19910721820287e-11	9.9999899997998e-07	1
prot_Q07500	NADH dehydrogenase, cytosolic/mitochondrial (No1)	500	3.22527474052511e-05	NDE2No1	3.22527151470334e-11	9.99998999830393e-07	1
prot_P26263	Pyruvate decarboxylase (No1)	62	1.87890470464886e-05	PDCNo1	1.87890282522524e-11	9.99998999723821e-07	1
prot_P53319	phosphogluconate dehydrogenase (No1)	36.4	8.57762203622466e-06	GNDNo1	8.57761345728431e-12	9.99998999846307e-07	1
prot_P00360	glyceraldehyde-3-phosphate dehydrogenase (No2)	24.7	2.32915477285603e-06	GLDNo2	2.32915244319934e-12	9.99998999784507e-07	1
prot_P00360	glyceraldehyde-3-phosphate dehydrogenase (reversible) (No2)	24.7	2.32915477285603e-06	GLD_REVNo2	2.32915244319934e-12	9.99998999784507e-07	1
prot_P0CX10	Enolase (No5)	230.005612136936	2.17491025651845e-06	ENONo5	2.17490808098599e-12	9.99998999713918e-07	1
prot_P0CX11	Enolase (No1)	230.005612136936	2.17491025651845e-06	ENONo1	2.17490808098599e-12	9.99998999713918e-07	1
prot_P0CX10	Enolase (reversible) (No5)	34.0702036989339	2.17491025637265e-06	ENO_REVNo5	2.17490808098599e-12	9.99998999780957e-07	1
prot_P0CX11	Enolase (reversible) (No1)	34.0702036989339	2.17491025637265e-06	ENO_REVNo1	2.17490808098599e-12	9.99998999780957e-07	1
prot_P43635	citrate synthase (No2)	141.3	1.56168662077539e-06	CITNo2	1.56168505879905e-12	9.99998999814479e-07	1
prot_P19414	Aconitate hydratase, mitochondrial (No1)	143.3	-0.231523604590573	ACONo1	-1.72077888878989e-15	7.43241230989351e-15	1
prot_P19414	Aconitate hydratase, mitochondrial (reversible) (No1)	143.3	-0.231523604590573	ACO_REVNo1	-1.72077888878989e-15	7.43241230989351e-15	1
prot_P09624	pyruvate dehydrogenase (No1)	41.65	-0.513121242336597	PDHNo1	-2.19008222209623e-15	4.26815738932043e-15	1
prot_P00401	ferrocytochrome-c:oxygen oxidoreductase (No1)	693.5	-0.546513713353849	COX1No1	-2.03364777766078e-15	3.72112854255876e-15	1
prot_P32340	NADH:ubiquinone oxidoreductase (No1)	500	-0.748971505012501	NDI1No1	-1.87721333322534e-15	2.50638818788441e-15	1
prot_P23254	transketolase 1 (No2)	69	-6.452329837189	TKLaNo2	-2.03364777766078e-15	3.15180381191851e-16	1
prot_P23254	transketolase 2 (No2)	69	-6.452329837189	TKLbNo2	-2.03364777766078e-15	3.15180381191851e-16	1
prot_P23254	transketolase 1 (reversible) (No2)	69	-6.452329837189	TKLa_REVNo2	-2.03364777766078e-15	3.15180381191851e-16	1
prot_P23254	transketolase 2 (reversible) (No2)	69	-6.452329837189	TKLb_REVNo2	-2.03364777766078e-15	3.15180381191851e-16	1
