uniprot	rxnName	Kcat	ECC	rxnID	delta_V	delta_Ea	option
prot_P15019	Transaldolase (No1)	35.6	0.00570951551622177	TAL1No1	5.70950980555389e-09	9.99998999798168e-07	1
prot_P15019	Transaldolase (reversible) (No1)	35.6	0.00570951551622177	TAL1_REVNo1	5.70950980555389e-09	9.99998999798168e-07	1
prot_P00942	triose-phosphate isomerase (No1)	8662.5	0.00432368057458583	TPINo1	4.32367625010736e-09	9.9999899981546e-07	1
prot_P00942	triose-phosphate isomerase (reversible) (No1)	8662.5	0.00432368057458583	TPI_REVNo1	4.32367625010736e-09	9.9999899981546e-07	1
prot_Q06204	hexokinase (D-glucose:ATP) (No1)	62.300172197676	0.00391964986910372	HXKNo1	3.91964594878808e-09	9.99998999830146e-07	1
prot_P00925	Enolase (No3)	71	0.00391964971108348	ENONo3	3.9196457910258e-09	9.99998999895918e-07	1
prot_P00925	Enolase (reversible) (No3)	71	0.00391964971108348	ENO_REVNo3	3.9196457910258e-09	9.99998999895918e-07	1
prot_P08431	Galactose-1-phosphate uridylyltransferase (No1)	36	0.00391964971100628	GAL7bNo1	3.9196457910258e-09	9.99998999915614e-07	1
prot_P08431	Galactose-1-phosphate uridylyltransferase (reversible) (No1)	36	0.00391964971100628	GAL7b_REVNo1	3.9196457910258e-09	9.99998999915614e-07	1
prot_P00924	Enolase (No2)	71	0.00391964971055859	ENONo2	3.9196457910258e-09	9.9999900002983e-07	1
prot_P00924	Enolase (reversible) (No2)	71	0.00391964971055859	ENO_REVNo2	3.9196457910258e-09	9.9999900002983e-07	1
prot_P53239	ferrocytochrome-c:oxygen oxidoreductase (No5)	12.0000768004915	0.00359528777479607	COX1No5	3.59528417859485e-09	9.99998999745933e-07	1
prot_P04807	hexokinase (D-glucose:ATP) (No4)	126.7	0.00196921235191296	HXKNo4	1.96921038217331e-09	9.99998999732229e-07	1
prot_Q04458	acetaldehyde dehydrogenase (No1)	19.7005516154452	0.00188961441866963	ALD2No1	1.88961252854833e-09	9.99998999731756e-07	1
prot_P41277	glycerol-3-phosphatase (No2)	11.16	0.00168835040962428	GPPNo2	1.68834872074329e-09	9.99998999685744e-07	1
prot_Q00055	glycerol-3-phosphate dehydrogenase (NAD) (No1)	113	0.0016869841869002	DARNo1	1.68698249940558e-09	9.99998999697432e-07	1
prot_P46969	ribulose 5-phosphate 3-epimerase (No1)	113.5	0.00131582454693789	RPENo1	1.31582323105196e-09	9.99998999953354e-07	1
prot_P46969	ribulose 5-phosphate 3-epimerase (reversible) (No1)	113.5	0.00131582454693789	RPE_REVNo1	1.31582323105196e-09	9.99998999953354e-07	1
prot_Q12055	adenylate kinase (reversible) (No1)	391.50098345047	0.00124951762577847	ADK1_1_REVNo1	1.24951637616118e-09	9.99998999920236e-07	1
prot_Q12055	adenylate kinase (No1)	49.9996000032	0.00124951762577491	ADK1_1No1	1.24951637616118e-09	9.99998999923083e-07	1
prot_P40047	acetaldehyde dehydrogenase (No3)	45.2997028339494	0.00105603398677576	ALD2No3	1.05603293067852e-09	9.99998999940109e-07	1
prot_P16467	Pyruvate decarboxylase (No3)	62	9.19087672299742e-05	PDCNo3	9.19086753186076e-11	9.99998999971717e-07	1
prot_P00358	glyceraldehyde-3-phosphate dehydrogenase (No3)	24.7	7.03076188462919e-05	GLDNo3	7.03075485285448e-11	9.99998999855944e-07	1
prot_P00358	glyceraldehyde-3-phosphate dehydrogenase (reversible) (No3)	24.7	7.03076188462919e-05	GLD_REVNo3	7.03075485285448e-11	9.99998999855944e-07	1
prot_P53315	6-phosphogluconolactonase (No1)	10	5.52499830451304e-05	PGLNo1	5.52499277920851e-11	9.99998999944575e-07	1
prot_P17709	hexokinase (D-glucose:ATP) (No2)	274	5.1303713448897e-05	HXKNo2	5.13036621406439e-11	9.99998999911514e-07	1
prot_P26263	Pyruvate decarboxylase (No1)	62	1.87320807181256e-05	PDCNo1	1.87320619808715e-11	9.99998999723821e-07	1
prot_P53319	phosphogluconate dehydrogenase (No1)	36.4	8.55466814458924e-06	GNDNo1	8.5546595886063e-12	9.99998999846307e-07	1
prot_P00360	glyceraldehyde-3-phosphate dehydrogenase (No2)	24.7	2.32336740937117e-06	GLDNo2	2.32336508550309e-12	9.99998999784507e-07	1
prot_P00360	glyceraldehyde-3-phosphate dehydrogenase (reversible) (No2)	24.7	2.32336740937117e-06	GLD_REVNo2	2.32336508550309e-12	9.99998999784507e-07	1
prot_P0CX10	Enolase (No5)	230.005612136936	2.17002232078199e-06	ENONo5	2.17002015013886e-12	9.99998999713918e-07	1
prot_P0CX10	Enolase (reversible) (No5)	34.0702036989339	2.17002232063651e-06	ENO_REVNo5	2.17002015013886e-12	9.99998999780957e-07	1
