uniprot	rxnName	Kcat	ECC	rxnID	delta_V	delta_Ea	option
prot_P00560	Phosphoglycerate kinase (reversible) (No1)	536.7	0.026331941480088	PGK_REVNo1	2.63319151437911e-08	9.99998999834596e-07	1
prot_P52910	acetyl-CoA synthetase (No2)	62.4	0.0249375582751563	ACSNo2	2.493753333103e-08	9.99998999736623e-07	1
prot_Q12189	ribose-5-phosphate isomerase (No1)	9.6	0.0154057552390534	RPINo1	1.54057398319378e-08	9.99998999911699e-07	1
prot_Q12189	ribose-5-phosphate isomerase (reversible) (No1)	9.6	0.0154057552390534	RPI_REVNo1	1.54057398319378e-08	9.99998999911699e-07	1
prot_P00950	Phosphoglycerate mutase (No1)	576	0.0128707071285234	GPMNo1	1.28706942583978e-08	9.99999000045179e-07	1
prot_P00950	Phosphoglycerate mutase (reversible) (No1)	576	0.0128707071285234	GPM_REVNo1	1.28706942583978e-08	9.99999000045179e-07	1
prot_P12709	Glucose-6-phosphate isomerase (No1)	685	0.0119773901669198	PGINo1	1.1977378187145e-08	9.99998999800903e-07	1
prot_P12709	Glucose-6-phosphate isomerase (reversible) (No1)	685	0.0119773901669198	PGI_REVNo1	1.1977378187145e-08	9.99998999800903e-07	1
prot_P00330	alcohol dehydrogenase, (acetaldehyde to ethanol) (No2)	900	0.00860075736840623	ADH1No2	8.60074876722146e-09	9.99998999950306e-07	1
prot_P00330	alcohol dehydrogenase, (acetaldehyde to ethanol) (reversible) (No2)	900	0.00860075736840623	ADH1_REVNo2	8.60074876722146e-09	9.99998999950306e-07	1
prot_P09201	fructose-bisphosphatase (No1)	69.7	0.00634273055232765	FBPNo1	6.34272420860328e-09	9.99998999843314e-07	1
prot_P23254	transketolase 1 (No2)	69	0.00611182932599652	TKLaNo2	6.11182321290913e-09	9.9999899979416e-07	1
prot_P23254	transketolase 2 (No2)	69	0.00611182932599652	TKLbNo2	6.11182321290913e-09	9.9999899979416e-07	1
prot_P23254	transketolase 1 (reversible) (No2)	69	0.00611182932599652	TKLa_REVNo2	6.11182321290913e-09	9.9999899979416e-07	1
prot_P23254	transketolase 2 (reversible) (No2)	69	0.00611182932599652	TKLb_REVNo2	6.11182321290913e-09	9.9999899979416e-07	1
prot_P10963	Phosphoenolpyruvate carboxykinase (No1)	62	0.00573580599236144	PCKNo1	5.73580025537347e-09	9.9999899979393e-07	1
prot_P19414	Aconitate hydratase, mitochondrial (No1)	143.3	0.00513222451197867	ACONo1	5.1322193787543e-09	9.9999899980518e-07	1
prot_P19414	Aconitate hydratase, mitochondrial (reversible) (No1)	143.3	0.00513222451197867	ACO_REVNo1	5.1322193787543e-09	9.9999899980518e-07	1
prot_P08417	fumarase (No1)	1035	0.00428923146982296	FUM1No1	4.28922718001345e-09	9.99998999865236e-07	1
prot_P08417	fumarase (reversible) (No1)	1035	0.00428923146982296	FUM1_REVNo1	4.28922718001345e-09	9.99998999865236e-07	1
prot_P15019	Transaldolase (No1)	35.6	0.00385394381282561	TAL1No1	3.85393995892352e-09	9.99999000010826e-07	1
prot_P15019	Transaldolase (reversible) (No1)	35.6	0.00385394381282561	TAL1_REVNo1	3.85393995892352e-09	9.99999000010826e-07	1
prot_P17505	Malate dehydrogenase (No1)	190.4	0.00143464325211773	MDH1No1	1.4346418171921e-09	9.99998999803171e-07	1
prot_P17505	Malate dehydrogenase (reversible) (No1)	190.4	0.00143464325211773	MDH1_REVNo1	1.4346418171921e-09	9.99998999803171e-07	1
prot_P46969	ribulose 5-phosphate 3-epimerase (No1)	113.5	0.00130725044311645	RPENo1	1.30724913556119e-09	9.99998999766828e-07	1
prot_P46969	ribulose 5-phosphate 3-epimerase (reversible) (No1)	113.5	0.00130725044311645	RPE_REVNo1	1.30724913556119e-09	9.99998999766828e-07	1
prot_Q12055	adenylate kinase (reversible) (No1)	391.50098345047	0.00128454326752203	ADK1_1_REVNo1	1.28454198287631e-09	9.99998999920236e-07	1
prot_Q12055	adenylate kinase (No1)	49.9996000032	0.00128454326751838	ADK1_1No1	1.28454198287631e-09	9.99998999923083e-07	1
prot_P46367	acetaldehyde dehydrogenase (No4)	45.2997028339494	0.00112407996208109	ALD2No4	1.12407883767289e-09	9.99998999708001e-07	1
prot_P00942	triose-phosphate isomerase (No1)	8662.5	0.000422582204563506	TPINo1	4.2258178187095e-10	9.99998999738864e-07	1
prot_P00942	triose-phosphate isomerase (reversible) (No1)	8662.5	0.000422582204563506	TPI_REVNo1	4.2258178187095e-10	9.99998999738864e-07	1
prot_P30952	malate synthase (No2)	19.2	9.15599902107332e-05	MLS1No2	9.15598986317985e-11	9.99998999793092e-07	1
prot_P28240	Isocitrate lyase (No1)	13.2	9.15599901983893e-05	ICL1No1	9.15598986317985e-11	9.99998999927909e-07	1
prot_Q01574	acetyl-CoA synthetase (No1)	62.4	4.30380674112699e-05	ACSNo1	4.30380243723408e-11	9.9999899997998e-07	1
