enzyme	enzNames	genes	subSystems	usage	usage_regulated	usage_ratio
P33315	TKL2	YBR117C	pentose phosphate // pentose phosphate // pentose phosphate // pentose phosphate	0	0.001288670998	1288670998001
P33401	PGM1	YKL127W	Galactose metabolism // Galactose metabolism	0	0	1
P33421	SDH3	YKL141W	TCA // TCA	2.0488713e-05	2.2743543e-05	1.11005230049784
P37012	PGM2	YMR105C	Galactose metabolism // Galactose metabolism	0	0.001288229466	1288229466001
P37298	SDH4	YDR178W	TCA // TCA	1.8799508e-05	2.0868438e-05	1.11005234817262
P37299	QCR10	YHR001W-A	Oxidative Phosphorylation	0.000118040148	0.000129437782	1.09655726626083
P38077	ATP3	YBR039W	Oxidative Phosphorylation	0.000374233925	0.000414935116	1.10875868883317
P38113	ADH5	YBR145W	Anaerobic excretion // Anaerobic excretion	0	0	1
P38720	GND1	YHR183W	pentose phosphate	0.000110515708	0.000114597075	1.03693019819375
P38824	COX23	YHR116W	Oxidative Phosphorylation	0	0.000166237517	166237517001
P38858	SOL3	YHR163W	pentose phosphate	0.000212391107	0.000231492688	1.08993587947122
P40047	ALD5	YER073W	Phenylalanine, tyrosine, and tryptophan biosynthesis (aromatic amino acids)	0	2.2892581e-05	22892581001
P40106	GPP2	YER062C	Anaerobic excretion	0	5.711384e-06	5711384001
P40215	NDE1	YMR145C	Oxidative Phosphorylation	0	0	1
P41277	GPP1	YIL053W	Anaerobic excretion	0	0	1
P41911	GPD2	YOL059W	Anaerobic excretion	0	0	1
P42222	ERR3	YMR323W	Glycolysis // Glycolysis	8.3196962e-05	0.0012935874	15.5484932248542
P43635	CIT3	YPR001W	TCA	0	6.171389e-06	6171389001
P46367	ALD4	YOR374W	Phenylalanine, tyrosine, and tryptophan biosynthesis (aromatic amino acids)	0	2.2905022e-05	22905022001
P46969	RPE1	YJL121C	pentose phosphate // pentose phosphate	9.695909e-06	1.0744497e-05	1.10814746713195
P47052	YJL045W	YJL045W	TCA	0	6.651014e-06	6651014001
P47081	COX16	YJL003W	Oxidative Phosphorylation	0	0.000135128711	135128711001
P47771	ALD2	YMR170C	Phenylalanine, tyrosine, and tryptophan biosynthesis (aromatic amino acids)	0	3.1845362e-05	31845362001
P52489	PYK2	YOR347C	Glycolysis	0	1.338044e-05	13380440001
P52910	ACS2	YLR153C	Other	1.6633245e-05	6.4733574e-05	3.89181870387337
P53239	COX18	YGR062C	Oxidative Phosphorylation	0	0.000342216263	342216263001
P53312	LSC2	YGR244C	TCA	4.6594427e-05	5.1822953e-05	1.11221354862649
P53315	SOL4	YGR248W	pentose phosphate	0	0	1
P53319	GND2	YGR256W	pentose phosphate	0	6.074187e-06	6074187001
P53598	LSC1	YOR142W	TCA	3.4803688e-05	3.8709134e-05	1.11221356770834
P54115	ALD6	YPL061W	Anaerobic excretion	3.4008335e-05	0	2.94045562645333e-11
P61829	OLI1	Q0130	Oxidative Phosphorylation	8.4536254e-05	9.3730306e-05	1.10875868712956
P81449	TIM11	YDR322C-A	Oxidative Phosphorylation	0.000118483152	0.000131369225	1.10875869507499
P81450	ATP18	YML081C-A	Oxidative Phosphorylation	7.2860122e-05	8.0784293e-05	1.10875868420713
P81451	ATP19	YOL077W-A	Oxidative Phosphorylation	8.2076788e-05	9.1003351e-05	1.10875867851811
Q00055	GPD1	YDL022W	Anaerobic excretion	0	8.69379e-07	869379001
Q00711	SDH1	YKL148C	TCA	6.5203512e-05	6.7252521e-05	1.03142482570523
Q01519	COX12	YLR038C	Oxidative Phosphorylation	4.2653329e-05	4.5146031e-05	1.05844097186275
Q01574	ACS1	YAL054C	Other	0	2.4932944e-05	24932944001
Q04458	HFD1	YMR110C	Phenylalanine, tyrosine, and tryptophan biosynthesis (aromatic amino acids)	0	5.5690707e-05	55690707001
Q04935	COX20	YDR231C	Oxidative Phosphorylation	0	0.000228059253	228059253001
Q06204	YLR446W	YLR446W	Glycolysis	0	0	1
Q06405	ATP17	YDR377W	Oxidative Phosphorylation	0.000123240416	0.000136643882	1.10875868838264
Q07500	NDE2	YDL085W	Oxidative Phosphorylation	0	5.404059e-06	5404059001
Q12055	FAP7	YDL166C	Salvage pathways // Salvage pathways	6.248343e-06	3.3251695e-05	5.32168208366255
Q12165	ATP16	YDL004W	Oxidative Phosphorylation	0.000185429543	0.000205596617	1.10875868900724
Q12189	RKI1	YOR095C	pentose phosphate // pentose phosphate	9.6405009e-05	0.000103150558	1.06997093895744
Q12233	ATP20	YPR020W	Oxidative Phosphorylation	0.000140769273	0.000156079155	1.10875869196178
Q12349	ATP14	YLR295C	Oxidative Phosphorylation	0.00015391597	0.00017065567	1.10875869475982
Q3E731	COX19	YLL018C-A	Oxidative Phosphorylation	0	0.000106604817	106604817001
