enzymes	enzNames	genes	MWs	subSystems	D_0	D_005	D_01	D_015	D_02	D_025	D_03	D_035	D_04	D_045	D_05	D_055	D_06	D_065	D_07	D_075	D_08	D_085	D_09	D_095	D_1	D_105	D_11	D_115	D_12	D_125	D_13	D_135	D_14	D_145	D_15	D_155	D_16	D_165	D_17	D_175	D_18	D_185	D_19	D_195	D_2	D_205	D_21	D_215	D_22	D_225	D_23	D_235	D_24	D_245	D_25	D_255	D_26	D_265	D_27	D_275	D_28	D_285	D_29	D_295	D_3	D_305	D_31	D_315	D_32	D_325	D_33	D_335	D_34	D_345	D_35	D_355	D_36	D_365	D_37	D_375	D_38	D_385	D_39	D_395	D_4
P00425	COX5B	YIL111W	17.1965	Oxidative Phosphorylation	8.039312e-06	1.1154608e-05	1.4294084e-05	1.7457739e-05	2.0645571e-05	2.3857583e-05	2.7093772e-05	3.035414e-05	3.3638686e-05	3.6947411e-05	4.0280314e-05	4.3637395e-05	4.7018655e-05	5.0424093e-05	5.385371e-05	5.7307505e-05	6.0785478e-05	6.428763e-05	6.781396e-05	7.1364468e-05	7.4939155e-05	7.853802e-05	8.2161064e-05	8.5808286e-05	8.9479686e-05	9.3175265e-05	9.6895022e-05	0.000100638958	0.000104407071	0.000108199364	0.000112015834	0.000115856483	0.000119721311	0.000123610316	0.0001275235	0.000131460863	0.000135422404	0.000139408123	0.000143418021	0.000147452097	0.000151510351	0.000155592784	0.000159699395	0.000163830184	0.000167985152	0.000172164298	0.000176367623	0.000180595126	0.000184846808	0.000189122667	0.000193422705	0.000197746922	0.000202095317	0.00020646789	0.000210864642	0.000215285572	0.00021973068	0.000221980231	0.00021957603	0.000214501843	0.000209466105	0.000204468816	0.000199509977	0.000194589588	0.000189707648	0.000184864157	0.000180059116	0.000175292524	0.000170564382	0.00016587469	0.000161223447	0.000156610653	0.000152036309	0.000147500415	0.00014300297	0.000138543974	0.000134123428	0.000129741332	0.000125397685	0.000121092487	0.000116825739
P00427	COX6	YHR051W	17.34139	Oxidative Phosphorylation	8.107048e-06	1.1248592e-05	1.441452e-05	1.760483e-05	2.0819522e-05	2.4058596e-05	2.7322052e-05	3.060989e-05	3.3922111e-05	3.7258713e-05	4.0619698e-05	4.4005065e-05	4.7414813e-05	5.0848944e-05	5.4307457e-05	5.7790352e-05	6.1297629e-05	6.4829289e-05	6.838533e-05	7.1965753e-05	7.5570559e-05	7.9199747e-05	8.2853316e-05	8.6531268e-05	9.0233602e-05	9.3960318e-05	9.7711416e-05	0.000101486896	0.000105286759	0.000109111003	0.000112959629	0.000116832638	0.000120730029	0.000124651801	0.000128597956	0.000132568493	0.000136563412	0.000140582713	0.000144626397	0.000148694462	0.000152786909	0.000156903739	0.00016104495	0.000165210544	0.00016940052	0.000173614878	0.000177853618	0.00018211674	0.000186404244	0.00019071613	0.000195052398	0.000199413049	0.000203798081	0.000208207496	0.000212641293	0.000217099472	0.000221582032	0.000223850537	0.00022142608	0.000216309139	0.000211230972	0.000206191579	0.000201190959	0.000196229112	0.000191306039	0.00018642174	0.000181576213	0.000176769461	0.000172001481	0.000167272276	0.000162581843	0.000157930185	0.000153317299	0.000148743187	0.000144207849	0.000139711284	0.000135253492	0.000130834474	0.000126454229	0.000122112758	0.000117810061
P00549	CDC19	YAL038W	54.54404	Glycolysis	6.351896e-06	1.0255819e-05	1.4178838e-05	1.8120961e-05	2.2082187e-05	2.6062516e-05	3.0061949e-05	3.4080486e-05	3.8118126e-05	4.2174869e-05	4.6250716e-05	5.0345666e-05	5.445972e-05	5.8592877e-05	6.2745138e-05	6.6916502e-05	7.1106969e-05	7.5316541e-05	7.9545215e-05	8.3792993e-05	8.8059875e-05	9.234586e-05	9.6650948e-05	0.00010097514	0.000105318435	0.000109680834	0.000114062337	0.000118462942	0.000122882652	0.000127321464	0.000131779381	0.0001362564	0.000140752524	0.00014526775	0.00014980208	0.000154355514	0.000158928051	0.000163519691	0.000168130435	0.000172760283	0.000177409234	0.000182077288	0.000186764446	0.000191470707	0.000196196072	0.00020094054	0.000205704112	0.000210486787	0.000215288566	0.000220109448	0.000224949434	0.000229808523	0.000234686715	0.000239584011	0.000244500411	0.000249435914	0.00025439052	0.000272364649	0.00030969034	0.000353174892	0.000396322761	0.000439133946	0.000481608448	0.000523746267	0.000565547403	0.000607011855	0.000648139624	0.00068893071	0.000729385112	0.000769502832	0.000809283867	0.00084872822	0.000887835889	0.000926606875	0.000965041178	0.001003138797	0.001040899733	0.001078323986	0.001115411556	0.001152162442	0.001188576645
P00560	PGK1	YCR012W	44.73787	Glycolysis // Glycolysis	2.2521e-06	3.760878e-06	5.276425e-06	6.798746e-06	8.327841e-06	9.863708e-06	1.1406349e-05	1.2955763e-05	1.451195e-05	1.607491e-05	1.7644644e-05	1.9221151e-05	2.0804431e-05	2.2394484e-05	2.3991311e-05	2.559491e-05	2.7205284e-05	2.882243e-05	3.0446349e-05	3.2077042e-05	3.3714508e-05	3.5358748e-05	3.700976e-05	3.8667546e-05	4.0332105e-05	4.2003437e-05	4.3681543e-05	4.5366422e-05	4.7058074e-05	4.8756499e-05	5.0461697e-05	5.2173669e-05	5.3892414e-05	5.5617932e-05	5.7350224e-05	5.9089288e-05	6.0835126e-05	6.2587738e-05	6.4347122e-05	6.611328e-05	6.7886211e-05	6.9665915e-05	7.1452392e-05	7.3245643e-05	7.5045667e-05	7.6852464e-05	7.8666034e-05	8.0486378e-05	8.2313495e-05	8.4147385e-05	8.5988048e-05	8.7835485e-05	8.9689695e-05	9.1550678e-05	9.3418434e-05	9.5292964e-05	9.7174266e-05	0.000103671714	0.000117030367	0.000132572679	0.000147995619	0.000163299185	0.000178483378	0.000193548198	0.000208493646	0.00022331972	0.000238026421	0.00025261375	0.000267081705	0.000281430288	0.000295659497	0.000309769334	0.000323759798	0.000337630888	0.000351382606	0.000365014951	0.000378527923	0.000391921521	0.000405195747	0.0004183506	0.00043138608
P00830	ATP2	YJR121W	54.7932	Oxidative Phosphorylation	6.411242e-05	8.8922867e-05	0.000113926143	0.000139122239	0.000164511153	0.000190092887	0.00021586744	0.000241834813	0.000267995005	0.000294348016	0.000320893846	0.000347632496	0.000374563964	0.000401688253	0.00042900536	0.000456515287	0.000484218033	0.000512113598	0.000540201983	0.000568483186	0.00059695721	0.000625624052	0.000654483714	0.000683536195	0.000712781495	0.000742219614	0.000771850553	0.000801674311	0.000831690889	0.000861900285	0.000892302501	0.000922897536	0.000953685391	0.000984666064	0.001015839558	0.00104720587	0.001078765001	0.001110516952	0.001142461722	0.001174599312	0.00120692972	0.001239452948	0.001272168996	0.001305077862	0.001338179548	0.001371474053	0.001404961378	0.001438641521	0.001472514484	0.001506580266	0.001540838868	0.001575290289	0.001609934529	0.001644771588	0.001679801466	0.001715024164	0.001750439682	0.001769936309	0.001755630988	0.00171510906	0.001674893761	0.001634985092	0.001595383051	0.00155608764	0.001517098859	0.001478416707	0.001440041184	0.00140197229	0.001364210026	0.001326754391	0.001289605385	0.001252763009	0.001216227262	0.001179998144	0.001144075656	0.001108459797	0.001073150568	0.001038147967	0.001003451996	0.000969062655	0.000934979942
P00854	ATP6	Q0085	29.09876	Oxidative Phosphorylation	3.4047655e-05	4.7223535e-05	6.0501819e-05	7.3882502e-05	8.7365584e-05	0.000100951065	0.000114638945	0.000128429224	0.000142321901	0.000156316978	0.000170414454	0.000184614328	0.000198916602	0.000213321274	0.000227828346	0.000242437816	0.000257149685	0.000271963954	0.000286880621	0.000301899687	0.000317021152	0.000332245016	0.000347571279	0.000362999941	0.000378531002	0.000394164462	0.000409900321	0.000425738579	0.000441679235	0.000457722291	0.000473867745	0.000490115599	0.000506465851	0.000522918503	0.000539473553	0.000556131003	0.000572890851	0.000589753098	0.000606717744	0.000623784789	0.000640954233	0.000658226076	0.000675600318	0.000693076959	0.000710655999	0.000728337438	0.000746121276	0.000764007512	0.000781996148	0.000800087183	0.000818280616	0.000836576449	0.00085497468	0.00087347531	0.00089207834	0.000910783768	0.000929591595	0.000939945509	0.0009323485	0.000910828853	0.000889472045	0.000868278076	0.000847246947	0.000826378656	0.000805673205	0.000785130593	0.00076475082	0.000744533886	0.000724479791	0.000704588535	0.000684860118	0.000665294541	0.000645891802	0.000626651903	0.000607574843	0.000588660622	0.00056990924	0.000551320697	0.000532894993	0.000514632128	0.000496532103
P00856	ATP8	Q0080	5.82221	Oxidative Phosphorylation	6.812407e-06	9.448696e-06	1.2105474e-05	1.4782741e-05	1.7480497e-05	2.019874e-05	2.2937473e-05	2.5696693e-05	2.8476402e-05	3.12766e-05	3.4097286e-05	3.693846e-05	3.9800123e-05	4.2682274e-05	4.5584914e-05	4.8508042e-05	5.1451659e-05	5.4415764e-05	5.7400357e-05	6.0405439e-05	6.343101e-05	6.6477068e-05	6.9543616e-05	7.2630651e-05	7.5738175e-05	7.8866188e-05	8.2014689e-05	8.5183678e-05	8.8373156e-05	9.1583122e-05	9.4813577e-05	9.806452e-05	0.000101335952	0.000104627872	0.000107940281	0.000111273177	0.000114626563	0.000118000437	0.000121394799	0.00012480965	0.000128244989	0.000131700816	0.000135177132	0.000138673937	0.00014219123	0.000145729011	0.000149287281	0.000152866039	0.000156465286	0.000160085021	0.000163725244	0.000167385956	0.000171067157	0.000174768845	0.000178491023	0.000182233688	0.000185996843	0.0001880685	0.000186548456	0.000182242709	0.000177969544	0.00017372896	0.000169520957	0.000165345536	0.000161202697	0.000157092439	0.000153014763	0.000148969669	0.000144957156	0.000140977224	0.000137029874	0.000133115106	0.00012923292	0.000125383314	0.000121566291	0.000117781849	0.000114029989	0.00011031071	0.000106624013	0.000102969897	9.9348363e-05
P00890	CIT1	YNR001C	53.35945	TCA	1.0202655e-05	1.3319508e-05	1.646705e-05	1.9645277e-05	2.2854189e-05	2.6093785e-05	2.9364066e-05	3.2665032e-05	3.5996682e-05	3.9359017e-05	4.2752037e-05	4.6175741e-05	4.963013e-05	5.3115203e-05	5.6630962e-05	6.0177404e-05	6.3754532e-05	6.7362344e-05	7.1000841e-05	7.4670023e-05	7.8369889e-05	8.210044e-05	8.5861675e-05	8.9653596e-05	9.34762e-05	9.732949e-05	0.000101213464	0.000105128123	0.000109073467	0.000113049495	0.000117056208	0.000121093605	0.000125161687	0.000129260454	0.000133389906	0.000137550042	0.000141740863	0.000145962368	0.000150214558	0.000154497433	0.000158810993	0.000163155237	0.000167530165	0.000171935779	0.000176372077	0.00018083906	0.000185336727	0.000189865079	0.000194424116	0.000199013838	0.000203634244	0.000208285335	0.00021296711	0.00021767957	0.000222422715	0.000227196544	0.000232001058	0.000229279435	0.000217246533	0.000209970154	0.000202742571	0.000195563785	0.000188433794	0.0001813526	0.000174320201	0.000167336599	0.000160401793	0.000153515783	0.000146678569	0.000139890151	0.000133150529	0.000126459703	0.000119817674	0.00011322444	0.000106680003	0.000100184362	9.3737516e-05	8.7339467e-05	8.0990214e-05	7.4689757e-05	6.8438096e-05
P00924	ENO1	YGR254W	46.81564	Glycolysis // Glycolysis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P00925	ENO2	YHR174W	46.91368	Glycolysis // Glycolysis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P00942	TPI1	YDR050C	26.79508	Glycolysis // Glycolysis	4.1786e-08	6.9518e-08	9.7376e-08	1.2536e-07	1.5347e-07	1.81705e-07	2.10066e-07	2.38553e-07	2.67165e-07	2.95903e-07	3.24767e-07	3.53756e-07	3.82871e-07	4.12111e-07	4.41478e-07	4.7097e-07	5.00587e-07	5.30331e-07	5.602e-07	5.90194e-07	6.20315e-07	6.50561e-07	6.80932e-07	7.1143e-07	7.42053e-07	7.72801e-07	8.03676e-07	8.34676e-07	8.65801e-07	8.97053e-07	9.2843e-07	9.59932e-07	9.91561e-07	1.023315e-06	1.055195e-06	1.0872e-06	1.119331e-06	1.151588e-06	1.18397e-06	1.216478e-06	1.249112e-06	1.281871e-06	1.314757e-06	1.347767e-06	1.380904e-06	1.414166e-06	1.447554e-06	1.481067e-06	1.514706e-06	1.548471e-06	1.582361e-06	1.616378e-06	1.650519e-06	1.684787e-06	1.71918e-06	1.753699e-06	1.788343e-06	1.928048e-06	2.205063e-06	2.493174e-06	2.779071e-06	3.062752e-06	3.344219e-06	3.623471e-06	3.900508e-06	4.17533e-06	4.447937e-06	4.718329e-06	4.986507e-06	5.252469e-06	5.516217e-06	5.77775e-06	6.037068e-06	6.294172e-06	6.54906e-06	6.801734e-06	7.052192e-06	7.300436e-06	7.546465e-06	7.790279e-06	8.031879e-06
P00950	GPM1	YKL152C	27.60828	Glycolysis // Glycolysis	1.294974e-06	2.162531e-06	3.033982e-06	3.909327e-06	4.788567e-06	5.671701e-06	6.558731e-06	7.449655e-06	8.344473e-06	9.243186e-06	1.0145794e-05	1.1052297e-05	1.1962694e-05	1.2876986e-05	1.3795172e-05	1.4717254e-05	1.5643229e-05	1.65731e-05	1.7506865e-05	1.8444525e-05	1.938608e-05	2.0331529e-05	2.1280873e-05	2.2234111e-05	2.3191244e-05	2.4152272e-05	2.5117194e-05	2.6086012e-05	2.7058723e-05	2.803533e-05	2.9015831e-05	3.0000227e-05	3.0988517e-05	3.1980702e-05	3.2976782e-05	3.3976757e-05	3.4980626e-05	3.598839e-05	3.7000048e-05	3.8015601e-05	3.9035049e-05	4.0058391e-05	4.1085628e-05	4.211676e-05	4.3151786e-05	4.4190708e-05	4.5233523e-05	4.6280234e-05	4.7330839e-05	4.8385338e-05	4.9443733e-05	5.0506022e-05	5.1572206e-05	5.2642284e-05	5.3716257e-05	5.4794125e-05	5.5875887e-05	5.9611965e-05	6.7293285e-05	7.6230224e-05	8.5098522e-05	9.389818e-05	0.000102629198	0.000111291576	0.000119885313	0.00012841041	0.000136866867	0.000145254684	0.00015357386	0.000161824396	0.000170006291	0.000178119547	0.000186164162	0.000194140137	0.000202047471	0.000209886165	0.000217656219	0.000225357633	0.000232990406	0.000240554539	0.000248050032
P04037	COX4	YGL187C	17.1424	Oxidative Phosphorylation	8.01402e-06	1.1119516e-05	1.4249115e-05	1.7402817e-05	2.0580621e-05	2.3782527e-05	2.7008535e-05	3.0258646e-05	3.3532859e-05	3.6831175e-05	4.0153593e-05	4.3500113e-05	4.6870735e-05	5.026546e-05	5.3684287e-05	5.7127216e-05	6.0594248e-05	6.4085382e-05	6.7600618e-05	7.1139957e-05	7.4703397e-05	7.8290941e-05	8.1902586e-05	8.5538334e-05	8.9198184e-05	9.2882137e-05	9.6590191e-05	0.000100322349	0.000104078608	0.00010785897	0.000111663434	0.000115492	0.000119344669	0.00012322144	0.000127122313	0.000131047288	0.000134996366	0.000138969547	0.000142966829	0.000146988214	0.000151033701	0.000155103291	0.000159196982	0.000163314776	0.000167456673	0.000171622672	0.000175812773	0.000180026976	0.000184265282	0.000188527689	0.0001928142	0.000197124812	0.000201459527	0.000205818344	0.000210201264	0.000214608286	0.00021903941	0.000221281883	0.000218885247	0.000213827022	0.000208807127	0.00020382556	0.000198882321	0.000193977411	0.000189110829	0.000184282576	0.000179492652	0.000174741056	0.000170027789	0.00016535285	0.00016071624	0.000156117958	0.000151558005	0.00014703638	0.000142553084	0.000138108116	0.000133701477	0.000129333167	0.000125003185	0.000120711532	0.000116458207
