enzymes	enzNames	genes	MWs	subSystems	D_0	D_005	D_01	D_015	D_02	D_025	D_03	D_035	D_04	D_045	D_05	D_055	D_06	D_065	D_07	D_075	D_08	D_085	D_09	D_095	D_1	D_105	D_11	D_115	D_12	D_125	D_13	D_135	D_14	D_145	D_15	D_155	D_16	D_165	D_17	D_175	D_18	D_185	D_19	D_195	D_2	D_205	D_21	D_215	D_22	D_225	D_23	D_235	D_24	D_245	D_25	D_255	D_26	D_265	D_27	D_275	D_28	D_285	D_29	D_295	D_3	D_305	D_31	D_315	D_32	D_325	D_33	D_335	D_34	D_345	D_35	D_355	D_36	D_365	D_37	D_375	D_38	D_385	D_39	D_395	D_4
P00425	COX5B	YIL111W	17.1965	Oxidative Phosphorylation	7.943757e-06	1.1191137e-05	1.4462406e-05	1.7757566e-05	2.1076617e-05	2.4419559e-05	2.7786392e-05	3.1170779e-05	3.4557221e-05	3.7968181e-05	4.1403658e-05	4.4863654e-05	4.837116e-05	5.2136464e-05	5.5925099e-05	5.9739768e-05	6.3580689e-05	6.7448198e-05	7.1373936e-05	7.5333147e-05	7.9318673e-05	8.3330514e-05	8.7368672e-05	9.1433145e-05	9.5523933e-05	9.9641037e-05	0.000103784784	0.000107955968	0.000112153472	0.000116377295	0.000120627458	0.000124904027	0.000129206915	0.000133536123	0.000137891649	0.000142273495	0.00014668166	0.000151116145	0.000155577151	0.000160032483	0.000164351597	0.000168696133	0.000172566504	0.000175529818	0.000178529626	0.000181564328	0.000184617066	0.000187688723	0.000190780759	0.000193913665	0.000197087625	0.000200285708	0.000203502077	0.000206573694	0.000209403658	0.000212249823	0.000215140253	0.000215930141	0.00021138696	0.000205633713	0.000199923793	0.000194257201	0.000188630098	0.000183040134	0.0001774939	0.00017199152	0.000166532143	0.000161128483	0.000155819925	0.000150528885	0.000145251678	0.000139996716	0.000134785545	0.000129617794	0.000124493906	0.000119410158	0.000114213138	0.000110041396	0.000107013705	0.000104883019	0.000103305742
P00427	COX6	YHR051W	17.34139	Oxidative Phosphorylation	8.010688e-06	1.1285429e-05	1.458426e-05	1.7907183e-05	2.1254199e-05	2.4625307e-05	2.8020507e-05	3.143341e-05	3.4848385e-05	3.8288084e-05	4.1752507e-05	4.5241655e-05	4.8778713e-05	5.2575742e-05	5.6396299e-05	6.0243109e-05	6.4116391e-05	6.8016486e-05	7.1975301e-05	7.596787e-05	7.9986976e-05	8.403262e-05	8.8104801e-05	9.2203519e-05	9.6328775e-05	0.000100480568	0.000104659228	0.000108865557	0.000113098427	0.000117357838	0.000121643811	0.000125956413	0.000130295555	0.000134661238	0.000139053463	0.000143472228	0.000147917534	0.000152389382	0.000156887974	0.000161380845	0.00016573635	0.000170117491	0.000174020472	0.000177008754	0.000180033837	0.000183094107	0.000186172567	0.000189270104	0.000192388192	0.000195547495	0.000198748197	0.000201973225	0.000205216694	0.000208314191	0.000211168	0.000214038145	0.000216952929	0.000217749471	0.000213168012	0.00020736629	0.000201608261	0.000195893925	0.000190219411	0.000184582348	0.000178989384	0.000173440643	0.000167935268	0.000162486079	0.000157132793	0.000151797174	0.000146475503	0.000141176266	0.000135921188	0.000130709895	0.000125542836	0.000120416254	0.000115175446	0.000110968556	0.000107915354	0.000105766716	0.00010417615
P00549	CDC19	YAL038W	54.54404	Glycolysis	6.282658e-06	1.0198438e-05	1.4133112e-05	1.8086682e-05	2.2059146e-05	2.6050506e-05	3.0060761e-05	3.4084904e-05	3.811069e-05	4.2155866e-05	4.6220433e-05	5.030439e-05	5.4407738e-05	5.8525188e-05	6.265625e-05	6.6806673e-05	7.0976456e-05	7.5165598e-05	7.9374101e-05	8.3601964e-05	8.7849186e-05	9.2115768e-05	9.6401711e-05	0.000100707013	0.000105031675	0.000109375698	0.00011373908	0.000118121822	0.000122523924	0.000126945386	0.000131386208	0.00013584639	0.000140325932	0.000144824834	0.000149343096	0.000153880717	0.000158437699	0.000163014041	0.000167609742	0.000172199261	0.00017663437	0.000181087921	0.000186141735	0.000191427046	0.000196204673	0.000200604988	0.000205022748	0.000209462353	0.000213950932	0.000218262789	0.000222131634	0.000225878509	0.000229639375	0.000236366324	0.000247710931	0.000259107423	0.000270400688	0.000304936365	0.000350282462	0.000397055681	0.000443468605	0.000489521233	0.000535232358	0.000580613488	0.000625632355	0.000670288347	0.000714585629	0.000758461955	0.000801724486	0.000844753093	0.000887565815	0.000930121462	0.000972314548	0.001014146889	0.001055616305	0.00109674104	0.001138272229	0.001174688504	0.001205368029	0.001231572059	0.001254926392
P00560	PGK1	YCR012W	44.73787	Glycolysis // Glycolysis	0.001838927961	0.001814840724	0.001790569807	0.001766115218	0.001741476958	0.001716655026	0.001691649423	0.001666460149	0.001641087203	0.001615530586	0.001589790297	0.001563866337	0.001537758705	0.001511467402	0.001484992427	0.001458333781	0.001431491464	0.001404465475	0.001377255814	0.001349862482	0.001322285479	0.001294524804	0.001266580458	0.001238452441	0.001210140751	0.001181645391	0.001152814993	0.001123293588	0.00109358688	0.001063694869	0.001033607878	0.00100329678	0.000972800377	0.000942118672	0.000911251662	0.00088019935	0.000848961733	0.000817538707	0.000785839203	0.000753954396	0.000721884284	0.00068962887	0.000657188151	0.000624562129	0.000591750804	0.000558754175	0.000525572242	0.000492205006	0.000458652467	0.000424914623	0.000390991477	0.000356883026	0.000322589272	0.000288110215	0.000253445854	0.000218596189	0.000183561221	0.000160918485	0.000164283233	0.000184546976	0.000204656978	0.000224613241	0.000244415764	0.000264064547	0.00028355959	0.000302900893	0.000322088456	0.000341122279	0.000360002363	0.000378728706	0.000397301309	0.000415720172	0.000433985296	0.000452096679	0.000470054323	0.000487858226	0.00050550839	0.000516622342	0.000520688861	0.000517131027	0.000512340891
P00830	ATP2	YJR121W	54.7932	Oxidative Phosphorylation	6.7411286e-05	9.5377087e-05	0.000123545603	0.000151916859	0.000180490857	0.000209267595	0.000238247074	0.000267368764	0.0002964846	0.000325809165	0.000355342459	0.000385084481	0.000415035232	0.000445177337	0.000475509188	0.000506049668	0.000536798776	0.000567756513	0.000598922878	0.000630297872	0.000661881494	0.000693673744	0.000725674623	0.00075788413	0.000790302266	0.00082292903	0.000855764423	0.000888808444	0.000922061093	0.000955522371	0.000989192277	0.001023070812	0.001057157975	0.001091453767	0.001125958187	0.001160671236	0.001195592913	0.001230723218	0.001266062152	0.001301354575	0.001335559406	0.001369965719	0.001399468604	0.001422181306	0.001444932028	0.00146769674	0.001490597497	0.001513641792	0.001536843704	0.001560261117	0.001583716294	0.001607276661	0.001630972955	0.00165441745	0.001677373662	0.001700461034	0.001723868887	0.00172854273	0.001692025671	0.001646196303	0.001600711695	0.001555571847	0.001510746152	0.001466215864	0.001422033542	0.001378200182	0.001334709	0.00129166138	0.001249371411	0.001207220371	0.001165178882	0.001123314034	0.001081797635	0.001040626729	0.000999804868	0.000959302333	0.000917895707	0.000884522426	0.000860031707	0.000842545288	0.000829448435
P00854	ATP6	Q0085	29.09876	Oxidative Phosphorylation	3.5799557e-05	5.0651125e-05	6.5610346e-05	8.0677236e-05	9.5851794e-05	0.000111134019	0.000126523913	0.000141989329	0.000157451636	0.000173024792	0.000188708795	0.000204503646	0.000220409345	0.000236416664	0.000252524751	0.000268743632	0.000285073308	0.000301513779	0.000318065044	0.000334727103	0.000351499957	0.000368383606	0.00038537805	0.000402483288	0.00041969932	0.000437026147	0.000454463769	0.000472012185	0.000489671396	0.000507441402	0.000525322202	0.000543313796	0.000561416185	0.000579629369	0.000597953348	0.000616388121	0.000634933688	0.00065359005	0.000672357207	0.000691099664	0.000709264542	0.000727536419	0.000743204274	0.000755266121	0.00076734816	0.000779437629	0.000791599345	0.000803837289	0.000816158937	0.00082859503	0.000841051178	0.000853563188	0.000866147384	0.000878597859	0.000890789026	0.000903049847	0.000915480862	0.000917962961	0.000898570147	0.000874231922	0.000850076786	0.000826104738	0.000802299525	0.000778651192	0.00075518765	0.000731909428	0.000708812924	0.000685951978	0.000663493392	0.000641108587	0.000618781959	0.000596549139	0.000574501367	0.000552637073	0.000530958142	0.000509448795	0.000487459319	0.000469736045	0.000456729961	0.000447443592	0.000440488354
P00856	ATP8	Q0080	5.82221	Oxidative Phosphorylation	7.162935e-06	1.0134503e-05	1.3127611e-05	1.6142262e-05	1.9178455e-05	2.2236191e-05	2.531547e-05	2.840986e-05	3.1503627e-05	3.4619574e-05	3.7757699e-05	4.0918004e-05	4.4100487e-05	4.7303303e-05	5.0526281e-05	5.3771428e-05	5.7038742e-05	6.0328225e-05	6.3639876e-05	6.6973695e-05	7.0329683e-05	7.3707839e-05	7.7108163e-05	8.0530656e-05	8.3975316e-05	8.7442145e-05	9.0931143e-05	9.4442308e-05	9.7975642e-05	0.000101531144	0.000105108815	0.000108708653	0.00011233066	0.000115974836	0.000119641179	0.000123329691	0.000127040371	0.000130773219	0.000134528236	0.000138278311	0.000141912821	0.00014556874	0.000148703634	0.000151117022	0.000153534451	0.000155953366	0.000158386736	0.000160835359	0.000163300729	0.000165788998	0.00016828128	0.000170784739	0.000173302641	0.000175793788	0.000178233051	0.000180686251	0.000183173504	0.000183670133	0.000179789933	0.000174920232	0.000170087164	0.000165290729	0.000160527676	0.000155796012	0.000151101321	0.000146443711	0.000141822459	0.000137248339	0.000132754724	0.000128275872	0.000123808661	0.000119360219	0.000114948802	0.000110574096	0.000106236479	0.000101932793	9.753304e-05	9.3986888e-05	9.1384573e-05	8.9526514e-05	8.8134879e-05
P00890	CIT1	YNR001C	53.35945	TCA	1.0091412e-05	1.3361359e-05	1.6661652e-05	1.9992296e-05	2.335329e-05	2.6744634e-05	3.0166328e-05	3.3610331e-05	3.7056971e-05	4.0534756e-05	4.4043688e-05	4.7583765e-05	5.1154988e-05	5.4748862e-05	5.8364602e-05	6.2011438e-05	6.5689371e-05	6.93984e-05	7.3138527e-05	7.6909749e-05	8.0712069e-05	8.4545485e-05	8.8409997e-05	9.2305606e-05	9.6232312e-05	0.000100190114	0.000104179013	0.000108199009	0.000112250101	0.00011633229	0.000120445575	0.000124589957	0.000128765435	0.00013297201	0.000137209682	0.00014147845	0.000145778315	0.000150109277	0.000154471335	0.000158823887	0.00016300126	0.000167208592	0.000170027574	0.000170930296	0.000172306594	0.000174048715	0.000175807537	0.000177999805	0.000180301792	0.000182888746	0.000185970245	0.000189195115	0.000192443051	0.000194875679	0.000196012544	0.000197161744	0.000198415849	0.000212060847	0.000205515144	0.000197345821	0.000189231685	0.000181172737	0.000173164105	0.000165202806	0.000157297204	0.000149447458	0.000141652488	0.000133928428	0.000126325261	0.000118744528	0.00011118155	0.000103647005	9.6168233e-05	8.8744766e-05	8.1377167e-05	7.4060709e-05	6.6600698e-05	6.0474198e-05	5.597769e-05	5.2638689e-05	5.0008251e-05
P00924	ENO1	YGR254W	46.81564	Glycolysis // Glycolysis	0.001836981327	0.001811612329	0.001786053787	0.00176030571	0.001734368099	0.001708240953	0.001681924272	0.001655418057	0.001628722307	0.001601837022	0.001574762203	0.001547497848	0.001520043959	0.001492400536	0.001464567578	0.001436545085	0.001408333057	0.001379931495	0.001351340398	0.001322559766	0.001293589599	0.001264429898	0.001235080662	0.001205541892	0.001175813586	0.001145895746	0.00111563099	0.001084667718	0.00105351328	0.001022167675	0.000990621228	0.00095884481	0.000926877224	0.000894718472	0.000862368553	0.000829827467	0.000797095214	0.000764171689	0.000730965822	0.000697568788	0.000663980588	0.00063020122	0.000596230686	0.000562068985	0.000527716117	0.000493172082	0.000458436881	0.000423510512	0.000388392977	0.000353084275	0.000317584406	0.000281893371	0.000246011168	0.000209937799	0.000173673263	0.00013721756	0.00010057069	7.1897356e-05	6.3497289e-05	7.0316644e-05	7.7085591e-05	8.380413e-05	9.0472262e-05	9.7089987e-05	0.000103657303	0.000110174212	0.000116640714	0.000123056807	0.000129422493	0.000135737772	0.000142002643	0.000148217106	0.000154381162	0.00016049481	0.00016655805	0.000172570883	0.000178533308	0.000176327946	0.000162916194	0.000139184265	0.000113950944
P00925	ENO2	YHR174W	46.91368	Glycolysis // Glycolysis	0.001836978974	0.001811610008	0.001786051499	0.001760303456	0.001734365878	0.001708238765	0.001681922118	0.001655415937	0.001628720221	0.00160183497	0.001574760186	0.001547495866	0.001520042013	0.001492398625	0.001464565702	0.001436543245	0.001408331253	0.001379929727	0.001351338667	0.001322558072	0.001293587943	0.001264428279	0.00123507908	0.001205540348	0.00117581208	0.001145894279	0.001115629561	0.001084666329	0.001053511931	0.001022166366	0.000990619959	0.000958843582	0.000926876037	0.000894717326	0.000862367448	0.000829826404	0.000797094193	0.00076417071	0.000730964886	0.000697567895	0.000663979737	0.000630200413	0.000596229922	0.000562068265	0.000527715441	0.00049317145	0.000458436293	0.00042350997	0.00038839248	0.000353083823	0.000317583999	0.00028189301	0.000246010853	0.00020993753	0.00017367304	0.000137217384	0.000100570562	7.1897264e-05	6.3497208e-05	7.0316554e-05	7.7085492e-05	8.3804023e-05	9.0472146e-05	9.7089862e-05	0.00010365717	0.000110174071	0.000116640564	0.00012305665	0.000129422328	0.000135737598	0.000142002461	0.000148216916	0.000154380964	0.000160494604	0.000166557837	0.000172570662	0.000178533079	0.0001761607	0.000162761669	0.00013905225	0.000113842862
P00942	TPI1	YDR050C	26.79508	Glycolysis // Glycolysis	4.3486e-08	7.2474e-08	1.01592e-07	1.30841e-07	1.60222e-07	1.89732e-07	2.19374e-07	2.49113e-07	2.7887e-07	3.08761e-07	3.38786e-07	3.68945e-07	3.99237e-07	4.29758e-07	4.60515e-07	4.91407e-07	5.22433e-07	5.53593e-07	5.84889e-07	6.16318e-07	6.47883e-07	6.79582e-07	7.11416e-07	7.43384e-07	7.75487e-07	8.07724e-07	8.40096e-07	8.72602e-07	9.05243e-07	9.38019e-07	9.70929e-07	1.003974e-06	1.037154e-06	1.070468e-06	1.103916e-06	1.1375e-06	1.171217e-06	1.20507e-06	1.239057e-06	1.273012e-06	1.306257e-06	1.339632e-06	1.376964e-06	1.415828e-06	1.451361e-06	1.48442e-06	1.517603e-06	1.5509e-06	1.584254e-06	1.616454e-06	1.645747e-06	1.674245e-06	1.702842e-06	1.75599e-06	1.847367e-06	1.939158e-06	2.028892e-06	5.8054045e-05	4.8249011e-05	5.3137715e-05	5.7990716e-05	6.2808016e-05	6.7589614e-05	7.2335509e-05	7.7045703e-05	8.1720195e-05	8.6358984e-05	9.0129869e-05	9.0371055e-05	9.0610573e-05	9.0848096e-05	9.1083599e-05	9.1317134e-05	9.1548673e-05	9.1778219e-05	9.200577e-05	9.2231327e-05	9.2454889e-05	9.2676457e-05	9.2894349e-05	8.6483948e-05
