enzyme	enzNames	genes	subSystems	usage	usage_regulated	usage_ratio
P46969	RPE1	YJL121C	pentose phosphate // pentose phosphate	2.4336734e-05	2.6319675e-05	1.08147933900738
P47052	YJL045W	YJL045W	TCA	0	0	1
P47081	COX16	YJL003W	Oxidative Phosphorylation	0	8.224016e-06	8224016001
P47771	ALD2	YMR170C	Phenylalanine, tyrosine, and tryptophan biosynthesis (aromatic amino acids)	0	0	1
P52489	PYK2	YOR347C	Glycolysis	0	0	1
P52910	ACS2	YLR153C	Other	6.653298e-05	6.653298e-05	1
P53239	COX18	YGR062C	Oxidative Phosphorylation	0	2.0827492e-05	20827492001
P53312	LSC2	YGR244C	TCA	3.8625625e-05	2.7237761e-05	0.705173340244846
P53315	SOL4	YGR248W	pentose phosphate	0	4.740367e-05	47403670001
P53319	GND2	YGR256W	pentose phosphate	0	2.4296748e-05	24296748001
P53598	LSC1	YOR142W	TCA	2.8851395e-05	2.0345235e-05	0.705173354712825
P54115	ALD6	YPL061W	Anaerobic excretion	0.000604582785	0.00054027099	0.893626155763112
P61829	OLI1	Q0130	Oxidative Phosphorylation	0.0001324043	0.000117459782	0.887129662708181
P81449	TIM11	YDR322C-A	Oxidative Phosphorylation	0.000185573387	0.000164627655	0.887129656151142
P81450	ATP18	YML081C-A	Oxidative Phosphorylation	0.000114116642	0.000101236257	0.887129652834622
P81451	ATP19	YOL077W-A	Oxidative Phosphorylation	0.000128552179	0.00011404245	0.887129653400219
Q00055	GPD1	YDL022W	Anaerobic excretion	0	8.69379e-07	869379001
Q00711	SDH1	YKL148C	TCA	5.3013674e-05	3.7384773e-05	0.70519113616413
Q01519	COX12	YLR038C	Oxidative Phosphorylation	6.6494033e-05	5.8798818e-05	0.884272097018325
Q01574	ACS1	YAL054C	Other	0	0	1
Q04458	HFD1	YMR110C	Phenylalanine, tyrosine, and tryptophan biosynthesis (aromatic amino acids)	0	3.5305444e-05	35305444001
Q04935	COX20	YDR231C	Oxidative Phosphorylation	0	1.3879826e-05	13879826001
Q06204	YLR446W	YLR446W	Glycolysis	0	0.000104469416	104469416001
Q06405	ATP17	YDR377W	Oxidative Phosphorylation	0.000193024416	0.000171237684	0.88712965721452
Q07500	NDE2	YDL085W	Oxidative Phosphorylation	0	0	1
Q12055	FAP7	YDL166C	Salvage pathways // Salvage pathways	2.499337e-05	2.499337e-05	1
Q12165	ATP16	YDL004W	Oxidative Phosphorylation	0.000290427689	0.000257647016	0.887129656566984
Q12189	RKI1	YOR095C	pentose phosphate // pentose phosphate	0.00029268332	0.000305439555	1.04358374436902
Q12233	ATP20	YPR020W	Oxidative Phosphorylation	0.000220478863	0.000195593338	0.887129656506406
Q12349	ATP14	YLR295C	Oxidative Phosphorylation	0.000241069783	0.000213860154	0.887129657391001
Q3E731	COX19	YLL018C-A	Oxidative Phosphorylation	0	6.488035e-06	6488035001
